temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain,precipitation,windom_max,shortwave_radiation_sum,year,month,day,id
31.1,11.9,21.5,0.0,0.0,29.1,29.22,2024,6,12,"e566902a-d33b-4681-a05e-f92f4501b1f6"
30.3,12.4,21.8,0.0,0.0,29.9,27.27,2024,6,13,"b909353d-7d96-4c3d-aade-01e00713146c"
29.6,15.0,21.3,0.0,0.0,26.7,24.6,2024,6,14,"bb5bd3cc-3f4c-401e-932e-dc8ee80261d5"
29.9,12.8,20.8,0.0,0.0,23.6,27.9,2024,6,15,"4d4e2be6-8e28-4530-8809-70f36a749f9c"
30.0,13.6,21.0,0.6,3.0,22.7,29.86,2024,6,16,"5596d6c0-b0d3-4075-9656-22e8252ff96b"
29.8,11.4,20.8,0.0,0.0,22.5,31.33,2024,6,17,"2beeaf30-e71c-4848-afe5-bc44259d7fd4"
30.7,11.9,21.5,0.0,0.0,24.0,31.27,2024,6,18,"dabc4a7b-88db-4cc0-b6d8-b27418ff9cfe"
29.5,12.5,19.7,2.3,4.0,23.4,23.29,2024,6,19,"bed8254c-5f5f-47b7-a925-4be91f184a15"
23.6,14.4,17.9,24.9,20.0,22.1,13.88,2024,6,20,"4fc1b37d-37ca-4383-91bf-5d9395e34d89"
24.9,13.6,18.4,3.1,3.0,22.5,25.11,2024,6,21,"5e0e9b99-7b73-484a-b5b9-5247446be9dd"
22.3,13.9,17.1,3.5,11.0,14.8,16.87,2024,6,22,"41013c52-14dd-4eb3-baa6-2bf6bc71fd0e"
22.9,13.7,17.5,14.7,9.0,13.4,18.78,2024,6,23,"1ab5c07f-7e67-41c9-82a9-b4a095bfbcfc"
22.0,11.7,16.5,17.6,13.0,11.3,19.26,2024,6,24,"4141c597-9c6b-48cc-9aa9-2c3951af00b7"
20.9,14.5,16.7,18.5,18.0,13.8,17.06,2024,6,25,"8defa7ae-5d27-4451-b7f7-0f1b95ad93a8"
20.7,12.7,16.8,2.6,5.0,14.5,18.27,2024,6,26,"1bbf61c0-5aa9-402d-a50d-a906dda78f0e"
21.3,11.0,16.2,4.9,7.0,16.6,18.95,2024,6,27,"01d85a5d-d499-466b-bf2a-b612bd4f027c"
20.9,12.6,16.8,0.8,6.0,14.4,17.19,2024,6,28,"4670d6ff-f83c-41a8-ac45-5e98ec4859e9"
22.7,14.1,18.0,0.9,3.0,11.5,23.57,2024,6,29,"b3c0879a-1fc4-4e15-adf1-6a2a36625a1a"
21.6,11.8,16.5,11.1,16.0,20.4,17.61,2024,6,30,"c1dbaa46-d0ec-43a3-a290-e811a1f49b4a"
18.1,14.3,15.8,26.3,17.0,11.4,9.59,2024,7,1,"a3acfff9-b8d8-4db0-88ec-51cb44aabfee"
18.1,14.3,15.8,26.3,17.0,11.4,9.59,2024,7,1,"35821b46-306b-44d8-a263-78c308fc71e0"
21.5,12.7,16.5,0.5,5.0,14.8,24.57,2024,7,2,"c616f72f-1c41-4d10-b5f5-109b19405f71"
20.0,10.7,15.6,0.2,2.0,11.8,19.99,2024,7,3,"738b382d-8de9-4cd5-9f80-756839fdfeae"
22.7,11.5,16.5,4.9,5.0,15.1,26.41,2024,7,4,"b4c27c7a-1bd5-4ade-99cd-3dcfb35378e0"
24.6,11.6,17.7,0.3,3.0,14.6,26.33,2024,7,5,"30b3f396-09be-4e4f-9ce4-3b327623f2ce"
23.6,11.6,17.7,0.1,1.0,15.3,26.05,2024,7,6,"b3328755-a7a5-4909-92dc-6b891c17464a"
24.2,10.5,18.1,0.0,0.0,10.9,26.51,2024,7,7,"b1e4fdeb-7c05-49d1-8d65-14e0f7907acd"
25.6,12.1,18.5,0.0,0.0,13.6,26.07,2024,7,8,"e5855532-1c2a-4bea-a7c8-3533a407c4b2"
24.5,13.0,17.8,3.3,5.0,17.1,23.59,2024,7,9,"4c229eaa-e052-4112-88db-2dcd3f96e82c"
18.5,13.7,15.8,18.4,21.0,16.0,10.96,2024,7,10,"f0901887-37ea-44c9-a1c6-859a17d09c5f"
19.4,13.3,16.2,11.0,11.0,10.5,16.82,2024,7,11,"e2db0895-02c0-44cd-aa83-e73d1cbb9b6f"
21.4,12.8,16.2,10.5,3.0,9.0,24.06,2024,7,12,"de50dacf-2bf5-406f-a59e-2674ee67726b"
20.7,12.0,16.1,1.2,8.0,14.8,23.53,2024,7,13,"eb51a718-09cf-4583-8a0c-6da17ddbb459"
20.7,11.5,15.7,6.2,6.0,20.2,21.33,2024,7,14,"b93dd6b5-1f48-45cd-be13-3431d54fa968"
20.9,12.6,16.7,0.0,0.0,17.2,21.05,2024,7,15,"d5de6695-c3a5-44aa-a4f7-f8c665eca164"
23.3,10.5,16.8,0.3,2.0,13.1,23.83,2024,7,16,"23a692bd-3bb0-40c6-b261-b870bd60b740"
23.2,12.0,17.0,9.4,10.0,15.5,24.44,2024,7,17,"527db7e6-ff1b-4274-b017-d1373ebe2043"
21.2,13.1,16.5,3.2,14.0,10.2,16.39,2024,7,18,"139023c3-7f01-4b3a-9e94-c1e0a0edf31b"
21.7,11.1,16.3,1.6,7.0,12.0,19.56,2024,7,19,"193df4b9-2db9-4467-8bc3-116d716496a8"
20.1,13.2,16.3,7.8,11.0,10.2,17.87,2024,7,20,"e8344b3b-026e-4d95-a610-ace265c25e01"
23.3,14.1,17.4,4.0,10.0,16.7,24.04,2024,7,21,"f8beb06e-ab11-4844-afb5-1e68026fd342"
20.9,12.4,16.0,0.4,3.0,8.9,15.93,2024,7,22,"733badfa-542e-4843-a8bf-1c56531e639d"
22.1,11.4,16.5,10.4,5.0,11.2,20.21,2024,7,23,"dfc515bd-e923-4aee-b7e0-9a79a79da5f0"
20.8,12.1,16.4,2.3,6.0,14.4,17.59,2024,7,24,"44696bac-6187-4887-a28a-ad37ae586316"
22.2,13.2,16.8,4.6,5.0,12.9,23.94,2024,7,25,"1c4d5600-7410-4c4b-956a-b57064ba7fc3"
22.1,11.8,16.7,0.2,1.0,23.0,20.49,2024,7,26,"054a2d26-9efb-41aa-a5c3-67f4b7bedf8a"
21.6,12.1,16.7,1.2,5.0,17.1,19.16,2024,7,27,"17b1ab9d-8228-400f-8ff4-370d676f5a9c"
23.6,10.5,16.4,11.6,8.0,15.8,22.18,2024,7,28,"11482b38-bdca-4231-b4d1-9784561adc15"
24.1,13.5,17.4,12.9,7.0,16.3,25.7,2024,7,29,"7efe604c-9e67-4e4e-b379-bbaabd8f52fa"
22.4,13.3,16.7,17.7,9.0,13.0,23.41,2024,7,30,"e3a6aa7b-2dbb-4b01-b959-e2aaf967115a"
20.5,13.1,16.4,1.4,4.0,7.2,22.88,2024,7,31,"5d9e0357-5214-4f2b-967c-a28ae8cf2e33"
24.6,12.3,17.2,2.0,8.0,13.5,26.15,2024,8,1,"af585f8e-048e-43f6-973a-5dd1984c362c"
20.1,11.4,15.3,0.4,3.0,10.6,19.27,2024,8,2,"5d990261-9863-41e5-bcfb-6742826198ec"
23.3,11.7,15.5,8.4,4.0,14.8,23.88,2024,8,3,"c040367d-7f30-4c5b-863a-48b7defbc52e"
23.5,11.2,16.1,4.9,2.0,10.9,25.32,2024,8,4,"d98c54b6-af30-4890-baa8-fedb88059db3"
21.8,11.1,15.9,2.8,5.0,14.0,22.59,2024,8,5,"cae3d5f1-d9c9-4f03-b64c-926bf7e29919"
21.6,9.9,15.9,0.2,2.0,13.8,20.29,2024,8,6,"7b19ecb4-f8b5-4883-bd46-3c0f533c838e"
23.0,12.6,17.0,0.2,2.0,11.9,21.77,2024,8,7,"7d4402c4-9724-4def-a1e5-e9ec45487c26"
24.0,11.1,17.5,0.2,2.0,9.4,23.93,2024,8,8,"9ea6271c-ff3f-410b-9e5b-e4cdd6f6c0a8"
23.7,12.1,17.2,3.4,3.0,14.8,23.51,2024,8,9,"26bb2614-ffce-4074-adb3-fbaba6adef34"
21.2,11.8,16.0,4.3,5.0,13.7,21.21,2024,8,10,"bb477e0f-7e28-40a5-a949-7b3654e919e0"
21.7,12.4,16.2,4.5,12.0,21.5,17.12,2024,8,11,"43715dff-ac05-4911-9f62-5da94e62e2eb"
21.7,12.9,16.3,3.6,14.0,16.7,16.68,2024,8,12,"89656877-ae46-4cb9-88a7-1845f5b9d87d"
21.2,10.4,16.0,4.0,10.0,11.2,22.52,2024,8,13,"eaeccac7-4c70-4780-92d3-c5182077be8b"
23.1,12.6,16.8,15.5,11.0,12.6,23.61,2024,8,14,"400b00db-079d-4d9e-bc7d-edcb0b296fad"
24.4,13.5,17.2,3.6,14.0,15.8,24.42,2024,8,15,"b6d09ece-092c-42c6-b6e6-970379e40dec"
21.4,13.2,16.7,8.7,12.0,12.0,17.78,2024,8,16,"03abd306-7790-428d-9016-7dc9eeabf029"
22.2,13.0,16.7,13.2,11.0,9.7,20.62,2024,8,17,"e2a27f8a-c703-45e0-be61-59a66aaa2445"
24.2,13.2,17.1,10.4,11.0,12.7,25.11,2024,8,18,"0ab30f6a-c510-4c95-87fc-b4efac81a53c"
22.8,12.5,16.8,3.7,8.0,14.5,25.15,2024,8,19,"4783f987-b599-4c14-9e7b-04cb466d5e65"
24.2,12.4,17.1,1.5,3.0,13.5,25.98,2024,8,20,"a1feed01-6001-4be9-b95b-e70b9fd9b557"
24.6,12.1,16.6,5.0,7.0,18.1,25.12,2024,8,21,"16d626ee-8b98-4656-97a2-2dcc6792fbeb"
23.0,11.5,16.4,0.6,4.0,16.7,22.28,2024,8,22,"bfc204b6-c91c-4495-aed6-cfccc6386fba"
20.2,12.5,16.0,11.2,7.0,15.5,15.94,2024,8,23,"e59fcbe8-e59e-4c22-9a0b-4c940c878077"
21.9,12.6,16.6,6.3,6.0,13.5,24.75,2024,8,24,"61f2956c-6083-4df9-a02b-67493d958bf6"
24.0,11.5,16.9,0.2,2.0,10.5,25.57,2024,8,25,"338c3950-f564-46b3-9f6a-8c3c53725d93"
24.4,11.8,17.3,0.4,3.0,13.8,25.51,2024,8,26,"1ecf6f43-1d63-4fc3-86e3-8ca1e7f6711d"
23.0,11.6,16.2,8.5,11.0,12.7,19.71,2024,8,27,"d0f0df28-e73c-4a72-8bae-a2fd568906a9"
22.0,13.2,17.0,4.9,10.0,9.9,18.26,2024,8,28,"8dc0c507-c09c-49e7-86cc-05f0168d4357"
23.7,10.7,16.5,4.1,7.0,18.0,21.1,2024,8,29,"95bb6954-fc0f-48a8-825d-ddef28455efe"
22.5,13.0,17.1,9.2,8.0,18.8,20.71,2024,8,30,"b30d219e-285e-4576-8b69-e83b267f05e9"
22.7,12.0,17.1,2.6,7.0,12.0,23.88,2024,8,31,"8891ef89-d32c-4f79-9916-1c6ba072cc67"
21.2,13.9,16.8,5.4,13.0,9.2,21.64,2024,9,1,"b57cf4fa-45c5-41eb-8439-87afa38bdac3"
21.4,11.9,16.6,0.1,1.0,16.8,19.61,2024,9,2,"5a36fbd9-5300-448b-877d-449f1a23d775"
22.5,12.1,16.7,2.7,2.0,12.9,22.87,2024,9,3,"6d40fae8-b7e4-43be-880a-146493c69649"
21.9,12.2,17.0,1.2,7.0,9.7,22.6,2024,9,4,"c07a1d86-f78e-4708-b7fa-b16dc43682d0"
24.2,13.0,17.3,13.9,13.0,10.2,21.62,2024,9,5,"9007c0f9-061c-40a1-b23a-15bcdaea9cb3"
22.7,14.1,17.1,18.6,18.0,17.9,19.64,2024,9,6,"e67e0f38-b66d-42b6-8b8a-abe5ae289e05"
21.8,13.5,16.9,1.7,9.0,27.6,18.45,2024,9,7,"313f20b0-736e-4a38-9a6f-66ad71a4fa96"
21.9,12.7,16.2,0.6,4.0,16.0,15.68,2024,9,8,"62ce64db-a817-4f8a-8c3d-7b3731d3f26d"
20.6,10.6,15.6,1.4,3.0,13.9,16.15,2024,9,9,"e2548eb8-626d-4a93-b653-b55342e93efb"
20.8,13.6,16.8,3.4,7.0,12.0,12.68,2024,9,10,"f192232f-c9da-4733-b089-6f5c3f61c33d"
22.6,13.2,17.5,1.4,5.0,15.9,21.01,2024,9,11,"6804322e-20ff-43c6-b48c-d2811b328c27"
22.5,10.2,16.9,1.2,5.0,13.4,21.3,2024,9,12,"0ba2abc2-407d-4120-a9f7-1eda1578895e"
23.4,11.3,17.3,9.2,8.0,13.0,19.86,2024,9,13,"4df5c0d2-e28a-448d-ae75-acfa70d0f5d3"
22.7,12.7,17.6,0.2,2.0,12.5,19.95,2024,9,14,"c8023548-7355-42d9-b560-9303c16ea173"
23.8,11.6,17.6,3.2,2.0,18.8,21.39,2024,9,15,"5a06c8c3-c510-4bac-a751-e70c1f143872"
24.0,11.3,17.2,9.2,7.0,14.7,22.06,2024,9,16,"8618b5e0-b4bc-4d47-b435-c25b59050f7b"
23.2,11.9,17.5,1.3,6.0,11.6,20.15,2024,9,17,"3b00c197-7408-4229-8b8b-9000c09be4f8"
24.5,12.4,17.6,1.7,5.0,19.3,23.7,2024,9,18,"1787f6e7-8308-424d-8b9e-56f605f265a4"
23.4,12.2,17.4,2.8,5.0,13.2,23.7,2024,9,19,"d278ba49-ba40-47b0-a353-7e7cdcc5ca73"
25.2,13.4,18.1,1.6,7.0,16.7,24.1,2024,9,20,"53e96189-c398-45f4-b36f-36a8b7d351f6"
23.2,12.3,17.5,2.4,8.0,9.7,21.41,2024,9,21,"26313d60-83e7-4711-86ac-ae3f588b517b"
24.9,12.6,17.5,1.7,8.0,14.5,23.21,2024,9,22,"6da2396b-d4e5-42b5-aaad-d241e30243f4"
21.3,11.5,16.3,3.4,9.0,14.9,18.0,2024,9,23,"6c18ef49-71e7-430c-8bf3-e79081c04556"
19.0,12.9,15.2,1.9,11.0,8.4,9.32,2024,9,24,"2717572c-bd82-48d5-b0d2-3e52ae5cbda4"
20.4,12.8,15.9,7.5,11.0,17.4,14.22,2024,9,25,"f1536540-8308-4f45-a07f-0af906f6081f"
16.0,13.4,14.8,16.3,24.0,10.3,5.83,2024,9,26,"94c1f5e2-b537-454a-b940-5d1f5bc087f0"
18.8,13.0,14.8,29.7,23.0,26.5,9.53,2024,9,27,"59108835-c008-489f-acf5-4978b1a2f51a"
20.3,11.9,15.6,7.3,11.0,8.2,16.53,2024,9,28,"a6a6fa33-b838-401c-926c-0418cd12e625"
20.3,12.4,15.7,6.3,10.0,16.7,13.67,2024,9,29,"5dca37f0-40fb-4c99-a9e0-1ea66f996243"
20.6,11.5,15.4,6.6,6.0,11.3,17.56,2024,9,30,"9fbe3398-7c0d-43a9-87e9-9bbc593d76f1"
21.1,9.9,15.2,1.3,6.0,24.0,17.22,2024,10,1,"fa068386-236e-4d85-b476-5a80dc70c953"
21.1,9.9,15.2,1.3,6.0,24.0,17.22,2024,10,1,"2ea44296-5370-4a38-b2a3-97bdb1c83272"
19.2,11.6,14.7,0.4,4.0,25.8,10.85,2024,10,2,"5317ce84-62f8-4f12-a99f-528424253969"
22.3,7.8,14.7,0.0,0.0,13.0,21.67,2024,10,3,"65b098c2-7964-4cb9-a758-a85700803461"
20.0,10.0,14.8,8.8,11.0,15.8,16.15,2024,10,4,"97b18d1e-72fc-474b-a13f-d0902b7820f9"
19.9,11.9,15.5,6.6,10.0,12.5,13.31,2024,10,5,"9ac00084-faa8-45b6-b734-1b049142663c"
19.8,14.2,15.5,18.1,20.0,12.9,9.73,2024,10,6,"40b2f79f-8883-4c2d-90b5-4a3e37b960c5"
19.7,12.4,15.3,11.5,14.0,12.4,12.19,2024,10,7,"585a10de-9be3-414d-930c-0a34483f9a5a"
20.4,12.4,15.5,0.5,5.0,14.8,15.26,2024,10,8,"088e1224-afba-4543-a41e-bcd2eb368819"
21.6,10.3,15.2,1.3,10.0,17.2,18.06,2024,10,9,"ccfdaeb8-33c3-465d-ba5b-13e3918d381a"
21.5,5.7,12.9,0.0,0.0,20.0,25.65,2024,10,10,"47b7b5b9-5122-42e1-b979-d9f23bdeae7c"
20.1,4.5,11.9,0.0,0.0,19.6,25.54,2024,10,11,"b0903f74-9282-4a1c-8128-3ca88b428e65"
18.9,5.8,12.2,0.0,0.0,11.7,22.39,2024,10,12,"f904e97c-55fe-4108-9fdb-70e9785d4972"
19.2,7.3,13.3,0.0,0.0,9.3,18.28,2024,10,13,"e40d6a46-3f7f-4563-8a28-35fa1a356f44"
21.6,10.0,15.2,0.0,0.0,10.0,19.21,2024,10,14,"35dd56d7-85ab-4e21-9f9b-e9a1c0ea2c91"
22.7,10.8,15.7,0.1,1.0,7.6,20.89,2024,10,15,"9120d4e5-f231-4e78-9cf4-d85bd47ef271"
23.1,9.0,15.2,0.0,0.0,26.5,23.4,2024,10,16,"a997f30a-3d15-447d-960f-669a9304e017"
21.6,8.8,14.4,0.1,1.0,13.5,21.91,2024,10,17,"e0268d73-e67c-4ff3-a8f7-79e03d332e8b"
20.9,9.9,14.5,0.0,0.0,10.3,21.03,2024,10,18,"005efd8b-8142-4278-8100-db04d61dac5b"
22.2,9.7,15.2,0.5,5.0,15.5,19.79,2024,10,19,"51fa87a3-4523-4d1d-b446-57c7ceaa6bd3"
18.6,9.0,13.9,1.7,3.0,28.6,7.46,2024,10,20,"934df12e-7fd1-4bbd-b965-c5ebad052db9"
18.3,13.0,14.9,23.9,24.0,16.0,6.19,2024,10,21,"0a282547-5f82-45f2-b408-c2fa9fe4689d"
23.3,12.2,16.3,0.9,5.0,19.3,20.83,2024,10,22,"6e7587f3-d42a-4f72-9d8f-29dae34b5020"
22.1,10.0,14.9,0.0,0.0,11.9,22.35,2024,10,23,"e9f8c6b0-16ef-445b-a88f-6da714158a20"
20.9,9.0,14.4,0.3,3.0,10.4,21.06,2024,10,24,"b3baa092-0146-4ff7-967c-92a9046d4ecf"
21.9,8.7,14.2,0.0,0.0,17.8,23.09,2024,10,25,"218a74ab-3f34-472e-8878-3669d49c2246"
21.3,10.5,14.5,0.1,1.0,11.8,16.08,2024,10,26,"c20bb00b-c42a-4231-a0c4-a767e89b318b"
20.7,9.4,14.4,0.7,2.0,14.2,16.7,2024,10,27,"d0cab593-cbbc-46c7-a116-6c1795b2c4d6"
19.9,10.0,14.0,0.9,3.0,14.6,16.98,2024,10,28,"c2c4d63d-981c-456d-b63f-30a5d4123001"
20.1,9.5,14.5,0.5,2.0,9.8,17.59,2024,10,29,"d0f1e5dc-bff6-4ed3-ba56-8fb1a575a4d9"
23.1,9.8,16.0,0.0,0.0,9.7,20.39,2024,10,30,"c57e9b7e-f15a-4d9f-b849-9f57415fc8d4"
23.9,10.9,16.8,0.0,0.0,12.1,18.96,2024,10,31,"16ad825d-2fe5-4a74-86f7-26c1ddb67d16"
21.1,9.3,15.2,0.2,2.0,13.0,19.13,2024,11,1,"d35b1227-7a1c-4fb3-9b40-dc15f7ea1d50"
20.9,11.2,15.7,0.0,0.0,9.4,17.28,2024,11,2,"5b0895ca-ac05-4f42-b595-5feeaa9c635c"
22.9,9.6,16.0,0.5,3.0,11.2,18.65,2024,11,3,"c6057c16-dab3-45f3-b4f5-f2c3ec2b00db"
22.6,9.4,16.0,0.2,2.0,15.4,21.04,2024,11,4,"7e29561f-f1e1-4e00-8fb3-634088c7336f"
24.2,9.2,16.1,0.0,0.0,16.9,20.43,2024,11,5,"09da27d3-9c35-4e49-a8f3-a56211629172"
24.9,8.5,16.3,0.1,1.0,14.3,20.79,2024,11,6,"c9216581-ff8f-4bbe-abfc-55c0a9b5f78e"
26.0,9.3,17.2,0.0,0.0,17.7,21.87,2024,11,7,"e0f71f83-b237-4ad5-8945-eb0af348f3c9"
26.2,9.0,17.2,0.0,0.0,19.5,21.95,2024,11,8,"622f8c9b-c8b3-4c03-bba4-dc65bf44aab2"
26.6,8.0,16.1,0.0,0.0,14.1,22.65,2024,11,9,"7c53c0c8-6dff-4386-928a-eec081b19ff5"
26.5,6.9,15.7,0.0,0.0,14.6,21.69,2024,11,10,"d074a322-fa7b-4d6c-8e65-bdf07a1207d0"
26.1,7.8,15.2,0.0,0.0,14.8,21.78,2024,11,11,"5e0e6be7-8f0f-442c-a0b8-9fed2c3d389e"
25.4,9.3,16.7,0.0,0.0,13.2,21.49,2024,11,12,"f104b7b9-d33d-44b5-b76f-d40e2f5d05e1"
26.2,9.2,17.0,0.0,0.0,15.6,22.05,2024,11,13,"dbfbc1df-af92-4620-85b8-5d2462ab6602"
23.2,7.2,14.4,0.0,0.0,18.6,21.65,2024,11,14,"7c1f1b8b-527c-4f15-946b-efc5e0b2f752"
23.6,8.3,14.9,0.0,0.0,18.2,19.38,2024,11,15,"7b3d7d7b-405b-4f07-90fa-d5df083127fa"
25.0,9.6,16.4,0.0,0.0,13.2,20.69,2024,11,16,"2110c538-8a94-4809-9889-63bb60f812af"
24.5,10.0,16.8,0.0,0.0,16.6,19.84,2024,11,17,"7d9143c1-191b-4052-aa25-81ad61b83b4d"
25.4,9.8,16.8,0.0,0.0,18.3,21.4,2024,11,18,"7c082170-8493-479f-9e72-d523cc6e6698"
24.3,10.8,17.3,0.0,0.0,18.6,18.63,2024,11,19,"96bf95a8-5673-45d2-aaa1-41bbdad68315"
22.7,10.7,15.9,3.0,10.0,20.4,14.55,2024,11,20,"0390d21a-2552-462b-9e9b-896444bfc5b2"
21.3,8.5,14.1,0.0,0.0,8.5,17.77,2024,11,21,"97cb73c4-3630-473d-8087-09190d6e0aee"
21.4,7.0,13.9,0.0,0.0,9.8,21.74,2024,11,22,"e55c8f01-622b-451b-824c-1442f7f7a9a7"
22.4,4.3,13.5,0.0,0.0,9.6,21.51,2024,11,23,"baca512b-5b7d-447a-adc9-e6d3a14b0a70"
23.4,3.2,13.6,0.0,0.0,12.5,21.66,2024,11,24,"a94ee5dc-43dc-46ac-ad1f-2fa23fd075e9"
24.6,3.6,13.2,0.0,0.0,16.7,21.79,2024,11,25,"2f50885c-e54c-47d5-91c0-0ee9cfeb8c9e"
24.7,5.1,13.6,0.0,0.0,14.2,21.77,2024,11,26,"a9517286-4a74-45f3-87ee-3415a52d6f6a"
26.3,6.4,15.1,0.0,0.0,10.9,21.19,2024,11,27,"ee651ffe-518b-4b5c-9fe8-cc09ef263114"
26.1,5.7,14.9,0.0,0.0,14.0,21.32,2024,11,28,"571a4fc5-ea94-42aa-b9ce-040d28e890e5"
25.1,7.9,15.6,0.0,0.0,7.3,20.83,2024,11,29,"cfae4a51-1fdd-41bb-9b47-ea643c33aacb"
24.9,6.9,15.5,0.0,0.0,18.0,20.96,2024,11,30,"e1ba8b21-6305-407c-82a9-41cc6b83fdcc"
25.0,7.0,15.0,0.0,0.0,11.0,20.91,2024,12,1,"36c2c160-6269-4349-bec5-79866618d13c"
25.0,7.0,15.0,0.0,0.0,11.0,20.91,2024,12,1,"6ea6c5e7-cbe7-4112-8677-3ad4825224cf"
23.4,6.4,14.5,0.0,0.0,8.2,20.89,2024,12,2,"bebbd9b3-2df1-4166-84a3-201b57da9b6d"
22.8,6.2,13.8,0.0,0.0,18.4,20.67,2024,12,3,"a6a0ea05-2808-4ded-bc03-3c4de2d92696"
23.4,7.1,14.9,0.0,0.0,13.4,18.36,2024,12,4,"474cdd69-6a2c-43f3-a4f0-3c2408910b1c"
23.7,8.9,16.0,0.0,0.0,14.3,18.42,2024,12,5,"f70d08f6-8837-4836-9a75-e4458607a18c"
22.4,9.4,15.6,0.0,0.0,12.0,17.66,2024,12,6,"2a60877d-0897-4d4b-bf3f-d01024841ad9"
23.0,9.6,15.4,0.0,0.0,18.2,18.9,2024,12,7,"7bbb97a0-f1e2-4178-b000-7f4b89b37d60"
23.7,7.2,14.9,0.0,0.0,15.5,20.13,2024,12,8,"24fe91a2-b221-412d-a86a-dd4e9551fc1d"
23.9,8.7,16.1,0.0,0.0,8.8,18.97,2024,12,9,"c43c6834-4155-4032-84a8-62d1c0e3eec4"
25.1,9.1,16.6,0.0,0.0,13.9,19.2,2024,12,10,"a9c32587-f277-48c6-af25-ff034fb7d013"
21.1,10.7,15.1,0.0,0.0,18.2,16.48,2024,12,11,"b999404e-652e-4467-bcae-dfe8cf93364f"
23.2,6.3,14.7,0.0,0.0,14.2,18.84,2024,12,12,"2a199394-29be-4f75-bed4-d012f7871759"
25.1,8.6,16.4,0.0,0.0,18.2,19.54,2024,12,13,"f2611230-b711-45c9-a757-8d3934def445"
25.7,8.2,15.8,0.0,0.0,11.5,20.19,2024,12,14,"344836bf-bb85-4e6f-b623-2cef8a9d37a7"
23.5,7.3,15.0,0.0,0.0,14.1,19.58,2024,12,15,"39184ec0-a35c-46b6-acc3-3a5c9f275175"
23.1,6.5,14.6,0.0,0.0,19.5,19.8,2024,12,16,"d7a79853-8430-4780-8cf2-c0de09961368"
20.7,5.6,12.9,0.0,0.0,13.8,18.42,2024,12,17,"2337c069-a7af-4d26-a9d5-0a8b36fa5c8c"
21.1,9.2,14.1,0.0,0.0,12.1,16.69,2024,12,18,"d6bc9e16-f8e5-4eed-baf9-ef6daabc09c9"
20.8,8.1,14.4,0.0,0.0,16.6,15.07,2024,12,19,"d92d1259-3e80-4fbd-b621-f7cc52c679ca"
20.7,9.5,14.2,0.0,0.0,11.7,15.4,2024,12,20,"c7fa3ed9-9eab-4a1a-a028-7653494ce7c1"
19.5,10.4,14.2,0.3,3.0,18.4,14.52,2024,12,21,"fed60b89-7fad-438e-b2f6-68e8a627df48"
18.0,9.5,12.2,6.5,8.0,6.0,14.57,2024,12,22,"a6ab318b-41e5-4fa9-9086-9d7e53fc67e9"
17.6,6.6,11.6,0.0,0.0,10.1,12.11,2024,12,23,"712634ce-3e63-4887-8b49-78fa118d80ec"
17.9,8.4,12.4,0.0,0.0,11.0,12.98,2024,12,24,"79393bfa-9739-4223-b2c4-62fec0badf9d"
18.9,5.9,11.7,0.3,1.0,16.3,18.51,2024,12,25,"2cdf5644-dd81-41af-bbc6-177b3bcf454c"
19.5,5.4,11.4,0.0,0.0,14.2,19.96,2024,12,26,"022be529-a535-4bed-aa52-6ad906712c57"
22.3,5.6,12.3,0.0,0.0,14.4,20.3,2024,12,27,"8943f827-e29d-4169-8103-95d155ee7d0b"
22.7,5.0,12.8,0.0,0.0,12.6,20.34,2024,12,28,"f130f10d-d35b-4825-b2ea-95223ee30d1a"
21.8,5.5,12.8,0.0,0.0,5.9,20.36,2024,12,29,"172b2dbd-7d14-4caa-9867-d888b1a006c4"
22.9,6.0,13.4,0.0,0.0,10.4,20.59,2024,12,30,"16153ed6-3eb5-44f2-8329-3e51d74aa8f7"
22.4,5.7,13.4,0.0,0.0,8.6,20.45,2024,12,31,"2bbee715-facf-47da-ab9c-8dc5a6627849"
